maker_key,model_key,mileage,engine_power,registration_date,fuel,paint_color,car_type,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,price,sold_at,data_split,bmw_series,luxury_tier,is_luxury,is_performance,registration_year,registration_month,registration_quarter,is_summer_registration,is_year_end_registration,car_age_years,age_mileage_interaction,mileage_per_power,annual_mileage,power_age_ratio,luxury_mileage_interaction,luxury_age_interaction,is_high_mileage,is_old_car,fuel_encoded,color_encoded,car_type_encoded,price_log
BMW,518,198559.0,100,2014-03-01,diesel,black,sedan,True,True,False,False,True,False,True,False,15600.0,2018-04-01,train,5_series,3,1,0,2014,3,1,0,0,4.084873374401095,81.1088372347707,1965.930693069307,39048.95665634675,19.666173105397768,19.8559,4.084873374401095,1,0,15905.469593378913,16213.218970736629,15842.479108635098,9.65509029374725
BMW,316,79660.0,85,2013-06-01,diesel,silver,estate,False,True,False,False,False,False,True,False,12100.0,2018-07-01,train,3_series,2,0,0,2013,6,2,1,0,5.08145106091718,40.47883915126626,926.2790697674419,13098.847495779402,13.97692740574001,0.0,0.0,0,0,15905.469593378913,14940.51282051282,13067.914438502674,9.401043372798053
BMW,520,127812.0,140,2015-03-01,diesel,black,sedan,True,True,False,False,True,True,True,False,20800.0,2018-06-01,train,5_series,3,1,0,2015,3,1,0,0,3.252566735112936,41.57170595482546,906.468085106383,30055.260260743606,32.92129406084018,12.7812,3.252566735112936,1,0,15905.469593378913,16213.218970736629,15842.479108635098,9.942756341456828
BMW,520,209731.0,120,2013-04-01,diesel,grey,estate,True,True,False,False,False,False,True,True,12500.0,2018-03-01,train,5_series,3,1,0,2013,4,2,0,0,4.914442162902122,103.0710869267625,1733.314049586777,35460.82525170698,20.28931836592987,20.9731,4.914442162902122,1,0,15905.469593378913,15473.837209302326,13067.914438502674,9.433563920090563
BMW,X4,103222.0,140,2014-08-01,diesel,grey,suv,True,True,False,False,True,False,True,True,48152.000000000044,2018-08-01,train,X4,3,1,0,2014,8,3,1,0,4.0,41.2888,732.0709219858156,20644.4,28.0,10.3222,4.0,0,0,15905.469593378913,15473.837209302326,22123.90625,10.782138720581328
BMW,120,107246.0,135,2013-01-01,diesel,blue,hatchback,False,False,False,False,False,False,False,False,13400.0,2018-05-01,train,1_series,1,0,0,2013,1,1,0,0,5.327857631759069,57.13914195756331,788.5735294117648,16948.23212547323,21.334234721471066,0.0,0.0,0,0,15905.469593378913,15169.302325581395,13179.43925233645,9.503084610020228
BMW,M550,184507.0,280,2012-09-01,diesel,silver,estate,True,True,False,True,True,True,True,True,26900.0,2018-04-01,train,5_series,3,1,0,2012,9,3,0,0,5.579739904175223,102.95010704996578,656.6085409252669,28041.685946114634,42.554873608654944,18.4507,5.579739904175223,1,0,15905.469593378913,14940.51282051282,13067.914438502674,10.199918739620157
BMW,118,140411.0,100,2012-02-01,diesel,black,convertible,True,True,False,False,True,True,True,False,11300.0,2018-01-01,train,1_series,1,0,0,2012,2,1,0,0,5.916495550992471,83.07410568104038,1390.2079207920792,20300.88777832756,14.458189015338942,0.0,0.0,0,0,15905.469593378913,16213.218970736629,18406.666666666668,9.332646496360152
BMW,X3,152031.0,135,2014-02-01,diesel,blue,suv,True,True,True,True,True,True,True,False,18800.0,2018-06-01,train,X3,2,0,0,2014,2,1,0,0,4.328542094455853,65.80725831622178,1117.875,28531.443930635836,25.335260115606935,0.0,0.0,1,0,15905.469593378913,15169.302325581395,22123.90625,9.841665338892785
BMW,X3,161573.0,105,2014-04-01,diesel,black,suv,True,True,True,False,True,True,True,True,18900.0,2018-09-01,train,X3,2,0,0,2014,4,2,0,0,4.418891170431212,71.39735030800821,1524.2735849056603,29816.616521409625,19.376657824933687,0.0,0.0,1,0,15905.469593378913,16213.218970736629,22123.90625,9.846970109700957
BMW,X3,72515.0,135,2013-03-01,diesel,blue,suv,False,False,True,False,False,False,False,True,48152.000000000044,2018-08-01,train,X3,2,0,0,2013,3,1,0,0,5.418206707734429,39.29012594113621,533.1985294117648,11298.327290178095,21.03391276527674,0.0,0.0,0,0,15905.469593378913,15169.302325581395,22123.90625,10.782138720581328
BMW,X3,120395.0,140,2014-09-01,diesel,black,suv,True,True,True,True,False,True,True,True,26400.0,2018-05-01,train,X3,2,0,0,2014,9,3,0,0,3.6632443531827517,44.103630390143735,853.8652482269504,25817.862175253194,30.022016732716867,0.0,0.0,1,0,15905.469593378913,16213.218970736629,22123.90625,10.181157167204903
BMW,X3,99369.0,135,2013-04-01,diesel,silver,suv,True,True,True,True,True,True,True,False,17300.0,2018-05-01,train,X3,2,0,0,2013,4,2,0,0,5.08145106091718,50.49387104722793,730.6544117647059,16339.685875070343,22.198649409116488,0.0,0.0,0,0,15905.469593378913,14940.51282051282,22123.90625,9.758519582283522
BMW,X6,52777.0,230,2015-07-01,diesel,grey,suv,True,True,False,True,False,False,True,True,48152.000000000044,2018-08-01,train,X6,4,1,0,2015,7,3,1,0,3.0855578370978782,16.284648596851472,228.47186147186147,12917.942201373762,56.29586195342603,5.2777,3.0855578370978782,0,0,15905.469593378913,15473.837209302326,22123.90625,10.782138720581328
BMW,318 Gran Turismo,131006.0,105,2014-05-01,diesel,black,sedan,True,True,False,False,False,False,True,True,13700.0,2018-03-01,train,3_series,2,0,0,2014,5,2,0,0,3.8329911019849416,50.21448323066393,1235.9056603773586,27106.608978898177,21.725676249822975,0.0,0.0,1,0,15905.469593378913,16213.218970736629,15842.479108635098,9.525224101853109
BMW,318,150002.0,100,2013-09-01,diesel,red,estate,False,True,False,False,False,True,True,False,10700.0,2018-01-01,train,3_series,2,0,0,2013,9,3,0,0,4.334017796030117,65.01113374401096,1485.1683168316831,28121.76594379571,18.747593994610547,0.0,0.0,1,0,15905.469593378913,17441.176470588234,13067.914438502674,9.278092474027002
BMW,116,25822.0,85,2014-07-01,diesel,white,hatchback,False,True,False,False,False,False,True,False,13200.0,2018-08-01,train,1_series,1,0,0,2014,7,3,1,0,4.084873374401095,10.547960027378508,300.25581395348837,5078.199219275811,16.716247139588102,0.0,0.0,0,0,15905.469593378913,17479.090909090908,13179.43925233645,9.488047863280759
BMW,520,154617.0,120,2015-02-01,diesel,white,sedan,True,True,False,False,True,False,True,True,23200.0,2018-02-01,train,5_series,3,1,0,2015,2,1,0,0,3.0006844626967832,46.39568295687885,1277.8264462809918,38647.6367835757,29.994867408041056,15.4617,3.0006844626967832,1,0,15905.469593378913,17479.090909090908,15842.479108635098,10.05195066017375
BMW,525,205478.0,155,2013-01-01,diesel,black,estate,False,True,False,False,True,False,True,True,14000.0,2018-05-01,train,5_series,3,1,0,2013,1,1,0,0,5.327857631759069,109.47575304585901,1317.1666666666667,32471.96949702542,24.494862087614926,20.5478,5.327857631759069,1,0,15905.469593378913,16213.218970736629,13067.914438502674,9.546884034617925
BMW,518,78311.0,100,2014-10-01,diesel,silver,sedan,True,True,False,False,False,False,True,False,19400.0,2018-03-01,train,5_series,3,1,0,2014,10,4,0,0,3.4140999315537304,26.73615797399042,775.3564356435644,17741.10265157389,22.65467514343309,7.8311,3.4140999315537304,0,0,15905.469593378913,14940.51282051282,15842.479108635098,9.873079890114703
BMW,525,219120.0,150,2011-03-01,diesel,black,sedan,True,True,True,False,True,True,True,True,15200.0,2018-07-01,train,5_series,3,1,0,2011,3,1,0,0,7.3347022587268995,160.71799589322382,1451.1258278145694,26290.081300813006,17.997043606799703,21.912,7.3347022587268995,1,0,15905.469593378913,16213.218970736629,15842.479108635098,9.62911649414402
BMW,518,103395.0,100,2014-05-01,diesel,grey,sedan,True,True,False,False,True,False,True,False,15200.0,2018-06-01,train,5_series,3,1,0,2014,5,2,0,0,4.084873374401095,42.23554825462012,1023.7128712871287,20333.83968232602,19.666173105397768,10.3395,4.084873374401095,0,0,15905.469593378913,15473.837209302326,15842.479108635098,9.62911649414402
BMW,X6 M,67798.0,190,2015-02-01,diesel,black,suv,True,True,True,True,False,True,True,True,48152.000000000044,2018-03-01,train,X6,4,1,0,2015,2,1,0,0,3.077344284736482,20.8637787816564,354.9633507853403,16627.9801913715,46.598959207654865,6.7798,3.077344284736482,0,0,15905.469593378913,16213.218970736629,22123.90625,10.782138720581328
BMW,535,234787.0,230,2012-03-01,diesel,black,estate,True,True,False,True,True,True,True,True,19200.0,2018-04-01,train,5_series,3,1,0,2012,3,1,0,0,6.083504449007529,142.83277590691307,1016.3939393939394,33145.59928495507,32.4698038457822,23.4787,6.083504449007529,1,0,15905.469593378913,16213.218970736629,13067.914438502674,9.862717639992917
BMW,320,107697.0,120,2013-01-01,diesel,blue,estate,True,True,False,False,False,False,True,False,14400.0,2018-04-01,train,3_series,2,0,0,2013,1,1,0,0,5.245722108145106,56.49485338809035,890.0578512396694,17243.322410958903,19.213150684931506,0.0,0.0,0,0,15905.469593378913,15169.302325581395,13067.914438502674,9.575052927597383
BMW,X3,131760.0,135,2013-09-01,diesel,white,suv,True,True,False,False,False,False,True,False,17100.0,2018-08-01,train,X3,2,0,0,2013,9,3,0,0,4.914442162902122,64.75268993839836,968.8235294117648,22277.671565790995,22.8254831616711,0.0,0.0,0,0,15905.469593378913,17479.090909090908,22123.90625,9.746892220313054
BMW,116,138802.0,85,2013-01-01,diesel,grey,subcompact,False,True,False,False,True,True,True,False,15600.0,2018-02-01,train,1_series,1,0,0,2013,1,1,0,0,5.084188911704312,70.5695589322382,1613.9767441860465,22813.558555518055,13.970637867026662,0.0,0.0,0,0,15905.469593378913,15473.837209302326,9217.64705882353,9.65509029374725
BMW,530 Gran Turismo,177865.0,190,2014-02-01,diesel,silver,sedan,True,True,False,True,True,False,True,True,20200.0,2018-05-01,train,5_series,3,1,0,2014,2,1,0,0,4.243668720054757,75.48001368925394,931.2303664921466,33919.95366140191,36.23417308445373,17.7865,4.243668720054757,1,0,15905.469593378913,14940.51282051282,15842.479108635098,9.913487387114461
BMW,116,74947.0,85,2013-10-01,diesel,black,hatchback,False,False,False,False,False,True,True,False,11900.0,2018-08-01,train,1_series,1,0,0,2013,10,4,0,0,4.832306639288158,36.216688569472964,871.4767441860465,12850.318859288816,14.573993662715644,0.0,0.0,0,0,15905.469593378913,16213.218970736629,13179.43925233645,9.38437770918244
BMW,225 Active Tourer,33300.0,170,2015-04-01,petrol,beige,van,True,True,False,False,False,False,False,True,19200.0,2018-05-01,train,2_series,1,0,0,2015,4,2,0,0,3.082819986310746,10.265790554414783,194.73684210526315,8156.127409891032,41.63788767812238,0.0,0.0,0,0,15051.26050420168,15012.90322580645,14880.645161290322,9.862717639992917
BMW,X3,244321.0,110,2005-09-01,diesel,black,suv,True,True,True,True,True,True,True,False,6800.0,2018-05-01,train,X3,2,0,0,2005,9,3,0,0,12.66255989048597,309.37292950034225,2201.09009009009,17882.519963929662,8.05119983968739,0.0,0.0,0,1,15905.469593378913,16213.218970736629,22123.90625,8.824824939175638
BMW,320,233375.0,135,2014-11-01,diesel,black,estate,False,True,False,False,False,False,True,True,9600.0,2018-01-01,train,3_series,2,0,0,2014,11,4,0,1,3.167693360711841,73.9260438056126,1715.9926470588234,55996.20216784366,32.392018393824934,0.0,0.0,1,0,15905.469593378913,16213.218970736629,13067.914438502674,9.169622538697624
BMW,216 Active Tourer,14533.0,85,2015-04-01,diesel,grey,van,True,True,True,False,False,False,True,False,16900.0,2018-07-01,train,2_series,1,0,0,2015,4,2,0,0,3.249828884325804,4.722976317590692,168.98837209302326,3419.667096150749,20.00080528265421,0.0,0.0,0,0,15905.469593378913,15473.837209302326,14880.645161290322,9.735128070758227
BMW,318,166727.0,100,2012-11-01,diesel,black,sedan,True,True,False,False,True,False,True,False,12000.0,2018-07-01,train,3_series,2,0,0,2012,11,4,0,1,5.661875427789186,94.39875044490076,1650.7623762376238,25027.03657659509,15.010788040686325,0.0,0.0,1,0,15905.469593378913,16213.218970736629,15842.479108635098,9.392745258631441
BMW,316,200276.0,85,2013-06-01,diesel,grey,sedan,True,True,False,False,False,False,True,True,12400.0,2018-06-01,train,3_series,2,0,0,2013,6,2,1,0,4.999315537303217,100.12429185489391,2328.7906976744184,33383.14158585282,14.168282943525384,0.0,0.0,1,0,15905.469593378913,15473.837209302326,15842.479108635098,9.425532393502772
BMW,318,79526.0,105,2013-06-01,diesel,white,estate,False,False,False,False,False,False,False,True,14900.0,2018-01-01,train,3_series,2,0,0,2013,6,2,1,0,4.58590006844627,36.46982888432581,750.2452830188679,14236.917779683863,18.797328758730547,0.0,0.0,0,0,15905.469593378913,17479.090909090908,13067.914438502674,9.60918360377546
BMW,320,85070.0,135,2013-08-01,diesel,white,estate,False,False,False,False,False,False,False,False,16500.0,2018-04-01,train,3_series,2,0,0,2013,8,3,1,0,4.6652977412731005,39.68768788501026,625.5147058823529,15015.980427691193,23.82928597317869,0.0,0.0,0,0,15905.469593378913,17479.090909090908,13067.914438502674,9.711176264112805
BMW,318,179061.0,107,2014-03-01,diesel,black,sedan,True,True,False,False,True,False,True,True,14900.0,2018-05-01,train,3_series,2,0,0,2014,3,1,0,0,4.167008898015058,74.61487802874743,1657.9722222222222,34654.67227447344,20.708305735859057,0.0,0.0,1,0,15905.469593378913,16213.218970736629,15842.479108635098,9.60918360377546
BMW,320 Gran Turismo,153958.0,135,2014-02-01,diesel,beige,hatchback,True,True,False,False,False,False,True,True,16300.0,2018-07-01,train,3_series,2,0,0,2014,2,1,0,0,4.4106776180698155,67.90591047227926,1132.0441176470588,28454.476660341556,24.95066413662239,0.0,0.0,1,0,15905.469593378913,15012.90322580645,13179.43925233645,9.69898173460629
BMW,740,82647.0,230,2014-09-01,diesel,black,sedan,True,True,True,False,False,False,True,True,32600.0,2018-05-01,train,7_series,4,1,0,2014,9,3,0,0,3.6632443531827517,30.275615605749486,357.7792207792208,17723.068692206078,49.32188463232057,8.2647,3.6632443531827517,0,0,15905.469593378913,16213.218970736629,15842.479108635098,10.392098241730961
BMW,320,130516.0,135,2013-01-01,diesel,blue,sedan,False,False,False,True,False,False,True,False,13100.0,2018-06-01,train,3_series,2,0,0,2013,1,1,0,0,5.412731006160164,70.6448,959.6764705882352,20352.63912904259,21.051873198847264,0.0,0.0,0,0,15905.469593378913,15169.302325581395,15842.479108635098,9.48044384215367
BMW,X5,113719.0,230,2014-04-01,diesel,grey,suv,True,True,True,False,False,False,False,True,41200.0,2018-06-01,train,X5,3,1,0,2014,4,2,0,0,4.167008898015058,47.38680848733744,492.2900432900433,22008.671214730428,44.51318055371573,11.3719,4.167008898015058,0,0,15905.469593378913,15473.837209302326,22123.90625,10.626217806887722
BMW,116,121863.0,85,2013-11-01,diesel,blue,subcompact,False,True,False,False,False,False,True,False,9500.0,2018-02-01,train,1_series,1,0,0,2013,11,4,0,1,4.251882272416153,51.81471293634496,1417.0116279069769,23203.680828880493,16.18467353056171,0.0,0.0,0,0,15905.469593378913,15169.302325581395,9217.64705882353,9.15915233520675
BMW,528,132768.0,180,2012-05-01,petrol,grey,sedan,False,False,True,False,False,False,False,True,17300.0,2018-05-01,train,5_series,3,1,0,2012,5,2,0,0,5.9986310746064335,79.6426250513347,733.5248618784531,18970.567041564795,25.719315403422986,13.2768,5.9986310746064335,0,0,15051.26050420168,15473.837209302326,15842.479108635098,9.758519582283522
BMW,X3,120816.0,135,2013-01-01,diesel,white,suv,True,True,False,True,True,True,True,True,22700.0,2018-07-01,train,X3,2,0,0,2013,1,1,0,0,5.494866529774128,66.38677946611911,888.3529411764706,18601.767941827376,20.785646538096742,0.0,0.0,0,0,15905.469593378913,17479.090909090908,22123.90625,10.030164255362632
BMW,M550,116310.0,280,2015-04-01,diesel,blue,estate,True,True,True,True,True,True,True,True,40900.0,2018-08-01,train,5_series,3,1,0,2015,4,2,0,0,3.3347022587268995,38.78592197125256,413.914590747331,26832.292752250116,64.59497868308858,11.631,3.3347022587268995,1,0,15905.469593378913,15169.302325581395,13067.914438502674,10.61890979160975
BMW,X3,210624.0,190,2013-04-01,diesel,black,suv,False,True,True,True,True,False,True,True,14100.0,2018-07-01,train,X3,2,0,0,2013,4,2,0,0,5.248459958932238,110.54516303901437,1102.7434554973822,33708.145908642786,30.40749260598094,0.0,0.0,1,0,15905.469593378913,16213.218970736629,22123.90625,9.55400099583723
BMW,530,187956.0,180,2010-04-01,diesel,black,sedan,True,True,False,False,True,False,True,False,16400.0,2018-07-01,train,5_series,3,1,0,2010,4,2,0,0,8.24914442162902,155.04761889117043,1038.4309392265193,20321.447198993563,19.461259527862058,18.7956,8.24914442162902,0,1,15905.469593378913,16213.218970736629,15842.479108635098,9.70509758756311
BMW,520,120727.0,135,2014-06-01,diesel,black,sedan,False,True,True,False,True,False,True,True,22000.0,2018-03-01,train,5_series,3,1,0,2014,6,2,1,0,3.7481177275838466,45.24990088980151,887.6985294117648,25426.286146749317,28.432319446446595,12.0727,3.7481177275838466,1,0,15905.469593378913,16213.218970736629,15842.479108635098,9.99884318585288
BMW,520,170081.0,120,2012-04-01,diesel,grey,sedan,False,False,False,False,False,True,True,True,16100.0,2018-07-01,train,5_series,3,1,0,2012,4,2,0,0,6.247775496235455,106.26279041752224,1405.6280991735537,23466.64850316366,16.556804230805554,17.0081,6.247775496235455,0,0,15905.469593378913,15473.837209302326,15842.479108635098,9.686636660844938
BMW,418 Gran Coupé,94360.0,100,2015-01-01,diesel,blue,hatchback,True,True,False,False,True,False,True,True,20500.0,2018-04-01,train,4_series,2,0,0,2015,1,1,0,0,3.247091033538672,30.63955099247091,934.2574257425742,22217.560032232075,23.545527800161164,0.0,0.0,0,0,15905.469593378913,15169.302325581395,13179.43925233645,9.928228944424575
BMW,320,163181.0,120,2012-03-01,diesel,grey,estate,False,False,False,False,False,False,True,False,8200.0,2018-01-01,train,3_series,2,0,0,2012,3,1,0,0,5.83709787816564,95.25034688569473,1348.603305785124,23866.997797577336,17.55130643708079,0.0,0.0,0,0,15905.469593378913,15473.837209302326,13067.914438502674,9.012011377036412
BMW,X4,90853.0,140,2014-10-01,diesel,silver,suv,True,True,False,True,True,False,True,True,32200.0,2018-05-01,train,X4,3,1,0,2014,10,4,0,0,3.5811088295687883,32.535448049281314,644.3475177304964,19832.098162259077,30.560286866875842,9.0853,3.5811088295687883,0,0,15905.469593378913,14940.51282051282,22123.90625,10.379752786950895
BMW,520,118282.0,120,2014-04-01,diesel,grey,estate,True,True,False,False,True,False,True,True,15700.0,2018-04-01,train,5_series,3,1,0,2014,4,2,0,0,4.0,47.3128,977.5371900826447,23656.4,24.0,11.8282,4.0,0,0,15905.469593378913,15473.837209302326,13067.914438502674,9.661479683575521
BMW,730,113308.0,180,2010-03-01,diesel,black,sedan,True,True,False,False,True,False,True,True,20700.0,2018-03-01,train,7_series,4,1,0,2010,3,1,0,0,8.0,90.6464,626.0110497237569,12589.777777777777,20.0,11.3308,8.0,0,0,15905.469593378913,16213.218970736629,15842.479108635098,9.937937287265354
BMW,530 Gran Turismo,77883.0,190,2013-11-01,diesel,blue,hatchback,True,True,True,False,True,True,True,True,25500.0,2018-04-01,train,5_series,3,1,0,2013,11,4,0,1,4.413415468856948,34.373003696098564,407.76439790575915,14387.035402705778,35.09798963206473,7.7883,4.413415468856948,0,0,15905.469593378913,15169.302325581395,13179.43925233645,10.146472946063877
BMW,520,90328.0,135,2014-01-01,diesel,black,sedan,False,False,False,False,False,False,False,False,18200.0,2018-04-01,train,5_series,3,1,0,2014,1,1,0,0,4.246406570841889,38.35694127310061,664.1764705882352,17217.11780821918,25.731898238747554,9.0328,4.246406570841889,0,0,15905.469593378913,16213.218970736629,15842.479108635098,9.809231816610408
BMW,X5,79657.0,225,2013-08-01,diesel,black,suv,True,True,True,True,True,False,True,True,29500.0,2018-08-01,train,X5,3,1,0,2013,8,3,1,0,4.999315537303217,39.82304777549624,352.4646017699115,13277.681346263547,37.50427837992014,7.9657,4.999315537303217,0,0,15905.469593378913,16213.218970736629,22123.90625,10.292179440058462
BMW,320,143806.0,135,2014-06-01,diesel,black,estate,False,True,False,False,True,False,True,True,15200.0,2018-04-01,train,3_series,2,0,0,2014,6,2,1,0,3.8329911019849416,55.120711841204646,1057.3970588235295,29755.072369352787,27.933012321200966,0.0,0.0,1,0,15905.469593378913,16213.218970736629,13067.914438502674,9.62911649414402
BMW,116,121575.0,85,2013-05-01,diesel,black,hatchback,True,True,False,False,False,True,True,False,12000.0,2018-08-01,train,1_series,1,0,0,2013,5,2,0,0,5.25119780971937,63.84143737166324,1413.6627906976744,19448.272747180556,13.597394065476843,0.0,0.0,0,0,15905.469593378913,16213.218970736629,13179.43925233645,9.392745258631441
BMW,318,175738.0,100,2013-01-01,diesel,black,estate,False,True,False,False,True,False,True,False,10900.0,2018-09-01,train,3_series,2,0,0,2013,1,1,0,0,5.664613278576318,99.54878083504448,1739.980198019802,26368.821813700317,15.00462154667762,0.0,0.0,1,0,15905.469593378913,16213.218970736629,13067.914438502674,9.296609807128359
BMW,X5,195997.0,155,2012-04-01,diesel,grey,suv,True,True,False,True,True,False,True,True,21800.0,2018-03-01,train,X5,3,1,0,2012,4,2,0,0,5.9137577002053385,115.90787679671456,1256.3910256410256,28348.838431838434,22.41906741906742,19.5997,5.9137577002053385,1,0,15905.469593378913,15473.837209302326,22123.90625,9.989711119284745
BMW,320,171927.0,125,2014-02-01,petrol,white,sedan,False,True,False,False,True,False,False,True,13300.0,2018-04-01,train,3_series,2,0,0,2014,2,1,0,0,4.161533196440794,71.54799178644764,1364.5,33309.28882111126,24.21761039649914,0.0,0.0,1,0,15051.26050420168,17479.090909090908,15842.479108635098,9.495594499353297
BMW,318 Gran Turismo,140058.0,100,2014-01-01,diesel,black,hatchback,True,True,False,False,False,True,True,False,16700.0,2018-07-01,train,3_series,2,0,0,2014,1,1,0,0,4.4955509924709105,62.963788090349084,1386.7128712871288,25485.706563706564,18.19653755137626,0.0,0.0,1,0,15905.469593378913,16213.218970736629,13179.43925233645,9.723223876851618
BMW,X3,137942.0,160,2007-10-01,diesel,blue,suv,True,True,True,False,True,False,True,True,8900.0,2018-02-01,train,X3,2,0,0,2007,10,4,0,0,10.338124572210814,142.60615797399043,856.7826086956521,12166.209598551162,14.111681255659523,0.0,0.0,0,1,15905.469593378913,15169.302325581395,22123.90625,9.093918908958932
BMW,520,144930.0,120,2011-03-01,diesel,beige,estate,True,True,False,False,True,False,True,False,12700.0,2018-07-01,train,5_series,3,1,0,2011,3,1,0,0,7.3347022587268995,106.30183983572896,1197.7685950413222,17388.743532889875,14.397634885439762,14.493,7.3347022587268995,0,0,15905.469593378913,15012.90322580645,13067.914438502674,9.44943600950432
BMW,120,230351.0,135,2014-07-01,diesel,white,sedan,False,True,False,False,True,True,True,True,12900.0,2018-04-01,train,1_series,1,0,0,2014,7,3,1,0,3.7508555783709787,86.40133333333334,1693.7573529411766,48486.21394611727,28.415934303414492,0.0,0.0,1,0,15905.469593378913,17479.090909090908,15842.479108635098,9.465060106725137
BMW,X5,285669.0,173,2007-08-01,diesel,silver,suv,True,True,False,True,True,False,True,True,9300.0,2018-09-01,train,X5,3,1,0,2007,8,3,1,0,11.085557837097879,316.6800221765914,1641.7758620689656,23637.220875573425,14.314606105227387,28.5669,11.085557837097879,0,1,15905.469593378913,14940.51282051282,22123.90625,9.137877200242468
BMW,318,99110.0,100,2013-10-01,diesel,blue,estate,False,True,False,False,False,False,True,True,11300.0,2018-06-01,train,3_series,2,0,0,2013,10,4,0,0,4.6652977412731005,46.2377659137577,981.2871287128713,17494.226168901776,17.651322943095323,0.0,0.0,0,0,15905.469593378913,15169.302325581395,13067.914438502674,9.332646496360152
BMW,730,72932.0,155,2012-12-01,diesel,brown,sedan,True,True,True,True,True,False,True,True,27100.0,2018-03-01,train,7_series,4,1,0,2012,12,4,0,1,5.245722108145106,38.25810047912389,467.5128205128205,11677.112547945206,24.816986301369862,7.2932,5.245722108145106,0,0,15905.469593378913,16008.421052631578,15842.479108635098,10.207325906555994
